stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
25316,25316,BLANCO & DRESDEN,,29.499014,-98.507783,,,,,,0
72479,72479,FRESNO & I-10 W ACCESS RD.,,29.474488,-98.516238,0,,,,,0
56239,56239,Five Points Transfer Area - Northbound,,29.441883,-98.503773,,,,,,0
76759,76759,MARTIN & N. FRIO,,29.430081,-98.503058,,,,,,0
72487,72487,Nacogdoches & Cheever (Loop 410),,29.517577,-98.450649,,,,,,0
79977,79977,ST. MARY'S & PECAN,,29.428658,-98.491352,,,,,,0
76647,76647,FRIO & MARTIN,,29.430631,-98.503501,,,,,,0
41556,41556,NEER & BASSE,Neer Ave & Venice St,29.488447,-98.520718,,,,,,0
25317,25317,BLANCO & DRESDEN,,29.499095,-98.507835,,,,,,0
72857,72857,BLANCO & WURZBACH PKWY,,29.559864,-98.51809,,,,,,0
55229,55229,San Antonio International Airport,,29.52787,-98.4735,,,,,,0
78539,78539,RECTOR OPPOSITE AHERN - N.STAR MALL,AHERN DR & W RECTOR DR,29.516916,-98.495928,,,,,,0
45517,45517,BLANCO & BASSE,,29.488728,-98.507862,,,,,,0
35973,35973,DENVER & S. HACKBERRY,,29.404863,-98.473301,,,,,,0
63973,63973,STEVES & CLARK,Steves Ave & Clark Ave,29.390668,-98.44839,,,,,,0
26687,26687,DOLLARHIDE & PECAN VALLEY,,29.36727,-98.438429,,,,,,0
51536,51536,PICKWELL AT TEX. DEPT. OF HUMAN SER,Pickwell Dr & Dumbarton Dr,29.35469,-98.425305,,,,,,0
26686,26686,DOLLARHIDE & PECAN VALLEY,,29.367306,-98.438367,,,,,,0
63979,63979,STEVES & CLARK,Steves Ave & Clark Ave,29.390722,-98.448493,,,,,,0
35979,35979,DENVER & S HACKBERRY,Denver Blvd & Aransas Ave,29.404918,-98.473285,,,,,,0
95226,95226,Blanco btwn Lullwood & Hildebrand,,29.465986,-98.507769,0,,,,,0
77557,77557,SAN PEDRO & RECTOR,,29.51669,-98.499311,,,,,,0
47647,47647,SAN PEDRO & MYRTLE,,29.445079,-98.499353,,,,,,0
84439,84439,W COMMERCE & COLORADO,,29.426695,-98.51098,,,,,,0
71639,71639,W COMMERCE & GEN MCMULLEN,,29.430698,-98.553208,,,,,,0
99899,99899,Historic Old Highway 90 & Acme,,29.420408,-98.587713,,,,,,0
88483,88483,BUENA VISTA & S ZARZAMORA,,29.427049,-98.527157,,,,,,0
84636,84636,COLORADO & BUENA VISTA,,29.425603,-98.511135,,,,,,0
77556,77556,SAN PEDRO & RECTOR,,29.516744,-98.499208,,,,,,0
91766,91766,SAN PEDRO & E. NAKOMA,N Us-281 & E Nakoma St,29.549483,-98.487556,,,,,,0
95783,95783,E. COMMERCE & S. HACKBERRY,,29.42051,-98.473362,,,,,,0
89953,89953,E. HOUSTON & ESTATE,,29.42399,-98.394821,,,,,,0
95789,95789,E. COMMERCE & S. HACKBERRY,,29.42051,-98.473249,,,,,,0
47746,47746,SAN PEDRO & LA MANDA,,29.48714,-98.499146,,,,,,0
19257,19257,MCCULLOUGH & OBLATE,,29.503934,-98.491748,,,,,,0
99457,99457,MCCULLOUGH & ROSEWOOD,,29.46521,-98.491823,,,,,,0
59457,59457,MCCULLOUGH & CYPRESS,,29.440695,-98.49187,,,,,,0
79877,79877,ST. MARY'S BETWEEN CONVENT & MART,,29.429614,-98.491353,,,,,,0
11727,11727,S. ST. MARY'S & ALAMO,,29.415664,-98.489527,,,,,,0
52363,52363,RIGSBY & WALTERS,,29.398417,-98.452464,,,,,,0
52369,52369,RIGSBY & WALTERS,,29.398489,-98.45233,,,,,,0
11726,11726,S ST. MARY'S & ALAMO,,29.415637,-98.489475,,,,,,0
99396,99396,NAVARRO OPPOSITE VILLITA,,29.422605,-98.490278,,,,,,0
59556,59556,MCCULLOUGH & BROOKLYN,,29.440632,-98.491839,,,,,,0
93757,93757,STADIUM DR. AT TRINITY UNIVERSITY,,29.462441,-98.481258,,,,,,0
41197,41197,N. ST. MARY'S & DEWEY,,29.447227,-98.486847,,,,,,0
84637,84637,COLORADO & BUENA VISTA,,29.425675,-98.511165,,,,,,0
11449,11449,LAS PALMAS SHOPPING CENTER,LAS PALMAS MALL & CASTROVILLE RD,29.417696,-98.552668,,,,,,0
24579,24579,CASTROVILLE & S.W. 36TH,,29.412137,-98.573714,,,,,,0
34347,34347,SW 36TH AT UNIV HEALTH CLINIC SW,UNIVERSITY SOUTHWEST FAMILY HEALTH CENTER,29.408897,-98.574986,,,,,,0
24453,24453,CASTROVILLE & SW 36TH,,29.411821,-98.574608,,,,,,0
42116,42116,N. ST. MARY'S & JOSEPHINE,,29.446687,-98.486533,,,,,,0
78247,78247,BROADWAY & GULF MART,,29.518274,-98.463283,,,,,,0
47157,47157,BROADWAY & CASTANO,,29.490402,-98.466534,,,,,,0
88167,88167,BROADWAY & PATTERSON,,29.471364,-98.463155,,,,,,0
36997,36997,AMANDA BETWEEN I & J ST.,,29.404522,-98.436846,,,,,,0
97216,97216,W.W. WHITE RD. OPPOSITE THEIS,,29.379668,-98.404459,,,,,,0
98729,98729,E. SOUTHCROSS & PECAN VALLEY,,29.37751,-98.432205,,,,,,0
35889,35889,ARANSAS & S. HACKBERRY,Aransas Ave & S Hackberry St,29.405278,-98.47312,,,,,,0
88166,88166,BROADWAY BET TERRELL RD & ELIZABETH,Broadway Ave & Unnamed,29.471799,-98.462851,,,,,,0
47156,47156,BROADWAY & CASTANO,,29.48986,-98.466482,,,,,,0
77696,77696,BROADWAY & N.E.L410 E.ACCESS RD.,Broadway St & Ne I-410-loop,29.516197,-98.464698,,,,,,0
23953,23953,PALO ALTO COLLEGE,,29.324559,-98.543939,0,,,,,0
36296,36296,NOGALITOS & S. FLORES,,29.408939,-98.501475,,,,,,0
39163,39163,CERALVO & GEN. MCMULLEN,Ceralvo St & Juanita St,29.409379,-98.556902,,,,,,0
38623,38623,CERALVO & S. ZARZAMORA,,29.406835,-98.529803,,,,,,0
23626,23626,BRAZOS & LAREDO,,29.412039,-98.515188,,,,,,0
74587,74587,PERRIN BEITEL BETWN BRETTON RIDGE & 410,,29.517746,-98.410996,,,,,,0
28989,28989,EISENHAUER & AUSTIN HWY.,Eisenhauer Rd & Unnamed,29.495785,-98.428574,,,,,,0
89277,89277,ST. MARY'S & TRAVIS,,29.427665,-98.491363,,,,,,0
38629,38629,CERALVO & S. ZARZAMORA,Ceralvo St & Unnamed,29.406882,-98.529591,,,,,,0
39169,39169,CERALVO & GEN. MCMULLEN,Ceralvo St & S General Mcmullen Dr,29.409397,-98.556603,,,,,,0
58479,58479,RITTIMAN OPPOSITE GOLDFIELD,Rittiman Rd & Goldfield Dr,29.484141,-98.397244,,,,,,0
58279,58279,RITTIMAN & HARRY WURZBACH,,29.484853,-98.429715,,,,,,0
29423,29423,IOWA & S. NEW BRAUNFELS,,29.411966,-98.461325,,,,,,0
16767,16767,W.W. WHITE IN FRONT OF 911,,29.416237,-98.405676,,,,,,0
38876,38876,DIANE & BERNADINE,Diane Rd & Bernadine Dr,29.405107,-98.397934,,,,,,0
29427,29427,S. NEW BRAUNFELS & IOWA,,29.412054,-98.461371,,,,,,0
58473,58473,RITTIMAN & GOLDFIELD,,29.484077,-98.398144,,,,,,0
79146,79146,VILLAGE DR. OPP. N.E. BAPTIST HOSP,,29.518964,-98.427437,,,,,,0
32169,32169,CROSSROADS PARK & RIDE,CROSSROADS P/R,29.493502,-98.548495,,,,,,0
32163,32163,CROSSROADS PARK & RIDE,CROSSROADS P/R,29.493838,-98.548245,,,,,,0
38696,38696,WIND BURN TR. & KITTY HAWK,,29.534489,-98.331886,,,,,,0
96877,96877,FM 1516 & UPPER SEGUIN RD.,,29.504842,-98.307667,,,,,,0
99439,99439,OLD SEGUIN RD. OPP. CHARLES CONRAD,,29.464808,-98.395278,,,,,,0
85599,85599,BANDERA & HILLCREST,Bandera Rd & Hillcrest Dr,29.468507,-98.569005,,,,,,0
28389,28389,BANDERA & HUEBNER,,29.499288,-98.6238,,,,,,0
28383,28383,BANDERA & HUEBNER,,29.499404,-98.624223,,,,,,0
85593,85593,BANDERA & HILLCREST,,29.469624,-98.571162,,,,,,0
79619,79619,HAYS & N. NEW BRAUNFELS,,29.43021,-98.461121,,,,,,0
85273,85273,NOLAN & N. HACKBERRY,,29.427549,-98.473249,,,,,,0
78399,78399,MARTIN & N. ZARZAMORA,,29.432124,-98.526324,,,,,,0
52963,52963,RUIZ IN FRONT OF WEST SIDE YMCA,,29.438595,-98.550114,,,,,,0
64477,64477,N.W. 24TH BETWEEN LEAL & PEREZ,,29.436381,-98.541827,,,,,,0
78393,78393,MARTIN & N. ZARZAMORA,,29.43202,-98.52661,,,,,,0
79613,79613,HAYS & N. NEW BRAUNFELS,,29.430192,-98.461131,,,,,,0
11593,11593,EVERS BETWEEN GRASS VALLEY & TEAL,,29.503213,-98.616649,,,,,,0
85773,85773,E. HOUSTON & HACKBERRY,,29.424977,-98.473298,,,,,,0
67576,67576,FROST BANK CTR DR & GEMBLER RD,,29.435084,-98.433648,,,,,,0
57269,57269,DIETRICH BETWEEN DIXVILLE & BRANCH,,29.441455,-98.401172,,,,,,0
85779,85779,HOUSTON & N. HACKBERRY,,29.4252,-98.4739,,,,,,0
35976,35976,S. HACKBERRY & DENVER,,29.404845,-98.473239,,,,,,0
35977,35977,DENVER & S. HACKBERRY,,29.404998,-98.473291,,,,,,0
56383,56383,RIGSBY & W.W. WHITE,Rigsby Ave & S Ww White Rd,29.398252,-98.404603,,,,,,0
35386,35386,GOLIAD & PECAN VALLEY,,29.364897,-98.440407,,,,,,0
82589,82589,EADS & ROOSEVELT,,29.383277,-98.483497,,,,,,0
93226,93226,Vibrant Works,,29.380344,-98.482662,,,,,,0
29769,29769,WOODLAWN & N. ZARZAMORA,,29.453832,-98.523834,,,,,,0
21239,21239,WOODLAWN & BANDERA,,29.456747,-98.554263,,,,,,0
98547,98547,INGRAM TRANSIT CENTER,,29.465068,-98.62524,,,,,,0
92993,92993,BROADVIEW & FREEMAN,,29.46293,-98.5807,0,,,,,0
21233,21233,WOODLAWN & BANDERA,,29.456729,-98.554304,,,,,,0
29763,29763,WOODLAWN & N. ZARZAMORA,,29.453814,-98.523886,,,,,,0
82583,82583,EADS & ROOSEVELT,,29.383259,-98.483415,,,,,,0
35387,35387,GOLIAD & PECAN VALLEY,,29.364915,-98.440489,,,,,,0
26556,26556,S. PRESA & HOT WELLS,S Presa St & Hot Wells Blvd,29.368432,-98.47085,,,,,,0
63876,63876,S. PRESA & STEVES,,29.391299,-98.480552,,,,,,0
11656,11656,S. PRESA & CAMARGO (S. ALAMO),,29.415962,-98.488805,,,,,,0
76769,76769,FREDERICKSBURG RD. & RAMONA,,29.473163,-98.534691,,,,,,0
86856,86856,VANCE JACKSON & SPICEWOOD,,29.510307,-98.535119,,,,,,0
21769,21769,VANCE JACKSON & WURZBACH,Wurzbach Rd & Southern Pacific,29.540444,-98.552657,,,,,,0
11419,11419,Laureate Dr at Turn Around,,29.546275,-98.586377,0,,,,,0
21763,21763,VANCE JACKSON & WURZBACH,,29.540355,-98.552619,,,,,,0
86947,86947,VANCE JACKSON OPPOSITE SPICEWOOD,,29.51037,-98.535181,,,,,,0
11967,11967,S. PRESA OPPOSITE SAN ARTURO (701),,29.414164,-98.488346,,,,,,0
63877,63877,S. PRESA & STEVES,,29.391408,-98.480676,,,,,,0
26557,26557,S. PRESA & RIVERSIDE,,29.369171,-98.471428,,,,,,0
32456,32456,S. PRESA & CAROLINA,,29.407227,-98.484776,,,,,,0
19747,19747,MILITARY HWY. & BROKEN BOUGH,,29.588035,-98.556332,,,,,,0
28763,28763,LOCKHILL-SELMA & BEL AIR,,29.540037,-98.526793,,,,,,0
98497,98497,WEST AVE. OPPOSITE ARROYA VISTA,,29.50839,-98.525959,,,,,,0
53367,53367,ROOSEVELT & S.E. MILITARY DR.,,29.356238,-98.481322,,,,,,0
46526,46526,Renova btw Socorro & Sanco,,29.316616,-98.472059,,,,,,0
53366,53366,ROOSEVELT & S.E. MILITARY DR.,,29.355408,-98.481219,,,,,,0
98379,98379,FREDERICKSBURG RD.  & HILDERBRAND,,29.465885,-98.527418,,,,,,0
49516,49516,WEST AVE & BASSE,,29.488505,-98.525968,,,,,,0
56136,56136,PLEASANTON RD. & S.W. MILITARY DR,,29.356596,-98.503858,,,,,,0
13249,13249,GUADALUPE & BRAZOS,Guadalupe St & S Smith St,29.41845,-98.514136,,,,,,0
98959,98959,GUADALUPE & S. ZARZAMORA,Guadalupe St & S Zarzamora St,29.419679,-98.527912,,,,,,0
26697,26697,HAMILTON & SALTILLO,,29.411769,-98.533679,,,,,,0
98953,98953,GUADALUPE & S. ZARZAMORA,,29.419641,-98.52807,,,,,,0
13243,13243,GUADALUPE & BRAZOS,,29.418383,-98.514428,,,,,,0
86157,86157,S. FLORES & TOUDOUZE,,29.385331,-98.502961,,,,,,0
56137,56137,PLEASANTON RD. & S.W. MILITARY DR,,29.35732,-98.504014,,,,,,0
49977,49977,S. FLORES & S.W. MILITARY DR.,,29.356779,-98.49103,,,,,,0
86837,86837,PLEASANTON RD. IN FRONT OF 3813,,29.338726,-98.503893,,,,,,0
12697,12697,COMMERCIAL & GILLETTE,,29.330942,-98.516305,,,,,,0
91356,91356,OREY & DIVISION,,29.379423,-98.521444,,,,,,0
77336,77336,PROBANDT & TRUAX,,29.388767,-98.500276,,,,,,0
45229,45229,CULEBRA & WILSON,,29.44675,-98.539629,,,,,,0
36719,36719,CULEBRA & N.W. 36TH ST.,,29.449409,-98.568799,,,,,,0
37919,37919,CULEBRA & MIRA VISTA,,29.448513,-98.598098,,,,,,0
35989,35989,CULEBRA & CALLAGHAN,,29.448536,-98.60218,,,,,,0
36913,36913,CULEBRA & CANTERBURY,,29.448437,-98.601644,,,,,,0
36713,36713,CULEBRA & ESMERALDA (N.W. 36tTH,Culebra Rd & Esmeralda Dr,29.449342,-98.56914,,,,,,0
77537,77537,PROBANDT & THEO,,29.388075,-98.500336,,,,,,0
91359,91359,DIVISION BTWN RUDY & OREY,BUFFALO ST & DIVISION AVE,29.379523,-98.519889,,,,,,0
52197,52197,COMMERCIAL & S.W. MILITARY DR.,,29.356863,-98.516325,,,,,,0
55483,55483,INEZ & ESMERALDA,Inez Ave & Esmeralda Dr,29.441419,-98.569944,,,,,,0
69413,69413,RUIZ & N. ZARZAMORA,Ruiz St & N Murry St,29.436383,-98.526091,,,,,,0
53119,53119,POPLAR & 28TH,,29.442937,-98.547604,,,,,,0
95619,95619,DONALDSON & WILSON,,29.464056,-98.540271,,,,,,0
76859,76859,E. SUNSHINE & HILLCREST,Sunshine Dr E & Hillcrest Dr,29.472596,-98.566954,,,,,,0
45659,45659,CENTERVIEW OPPOSITE WOODCOCK,,29.487907,-98.570646,,,,,,0
76853,76853,E. SUNSHINE & HILLCREST,Sunshine Dr E & Hillcrest Dr,29.472542,-98.566954,,,,,,0
62187,62187,NOGALITOS & TAFT,,29.3946,-98.517,,,,,,0
93756,93756,MERTON-MINTER AT VA/UNIVERSITY HOSPITALS,Merton Minter Blvd & Melrose Holmgreen,29.506405,-98.578768,,,,,,0
58483,58483,BABCOCK & HILLCREST,,29.484605,-98.55929,,,,,,0
23929,23929,WOODLAWN & IH-10 W. ACCESS RD.,Southern Pacific & Fredericksburg Rd,29.452955,-98.515106,,,,,,0
79126,79126,NAVARRO OPPOSITE SOLEDAD,,29.433142,-98.49327,,,,,,0
58489,58489,BABCOCK & HILLCREST,,29.484461,-98.558733,,,,,,0
93837,93837,MERTON-MINTER AT VA/UNIVERSITY HOSPITALS,,29.506247,-98.578908,,,,,,0
28433,28433,LAREDO & S. ZARZAMORA,,29.413017,-98.52891,,,,,,0
28857,28857,CAMINO SANTA MARIA OPP. CINCINNATI,,29.453368,-98.560362,,,,,,0
28349,28349,LAREDO & S. ZARZAMORA,,29.41308,-98.528797,,,,,,0
99193,99193,EL PASO & GEN MCMULLEN,El Paso St & S General Mcmullen Dr,29.423449,-98.555064,,,,,,0
75343,75343,W COMMERCE & SW 36TH,W Commerce St & Nw 36th St,29.432475,-98.571921,,,,,,0
81926,81926,NAVARRO & COMMERCE,,29.424035,-98.48982,,,,,,0
74857,74857,N.W. 24TH & W. COMMERCE,,29.429739,-98.542594,,,,,,0
75349,75349,W COMMERCE & 36TH,,29.432648,-98.572975,,,,,,0
91219,91219,EL PASO &  GEN. MCMULLEN,El Paso St & Unnamed,29.423413,-98.554868,,,,,,0
49533,49533,CULEBRA & N. ZARZAMORA,,29.445142,-98.525097,,,,,,0
49539,49539,CULEBRA & N. ZARZAMORA,,29.445205,-98.525087,,,,,,0
42219,42219,Fredericksburg Rd at Wonderland Mall,,29.490467,-98.551655,,,,,,0
33136,33136,FREDERICKSBURG RD. OPPOSITE RESEARCH,,29.53871,-98.578906,,,,,,0
12947,12947,FREDERICKSBURG RD. & PRUE RD.,,29.543768,-98.581657,,,,,,0
22386,22386,HUEBNER & FREDERICKSBURG RD.,,29.542515,-98.581026,,,,,,0
82459,82459,FIESTA TEXAS MAIN ENTRANCE,,29.599054,-98.607178,,,,,,0
89869,89869,COMMERCE & ST. MARY'S,,29.424563,-98.491289,0,,,,,0
41657,41657,NEER OPPOSITE 3614,Neer Ave & Venice St,29.487987,-98.520769,,,,,,0
97259,97259,HILDEBRAND & SAN PEDRO,,29.46649,-98.499369,,,,,,0
47549,47549,BASSE & SAN PEDRO,Basse Rd & San Pedro Ave,29.488195,-98.498982,,,,,,0
79627,79627,N. NEW BRAUNFELS & HAYS,,29.430408,-98.461143,,,,,,0
25253,25253,MARTIN LUTHER KING & ROBESON,,29.413376,-98.442199,,,,,,0
26263,26263,MARTIN LUTHER KING & W.W. WH,Martin Luther King Dr & Lord Rd,29.413567,-98.406179,,,,,,0
82897,82897,ROOSEVELT & MCDONALD,,29.382004,-98.483044,,,,,,0
53976,53976,S. NEW BRAUNFELS & S.E. MILITARY,,29.353029,-98.448365,,,,,,0
26593,26593,HOT WELLS OPPOSITE HEBERLING,,29.368623,-98.468849,,,,,,0
36277,36277,NOGALITOS & KELLER,Nogalitos St & Keller St,29.40852,-98.502325,,,,,,0
48729,48729,S.W. MILITARY DR. & BYNUM,,29.358623,-98.562726,,,,,,0
23627,23627,BRAZOS & JEAN,,29.411362,-98.515363,,,,,,0
39167,39167,GEN. MCMULLEN & CERALVO,,29.409498,-98.556794,,,,,,0
25447,25447,WILSON & WOODLAWN,,29.45562,-98.539183,,,,,,0
38939,38939,CULEBRA & EL CENTRO,,29.448518,-98.593636,,,,,,0
95176,95176,WILSON BETWEEN GRAMERCY / DONALDSON,Wilson Blvd & Donaldson Ave,29.463388,-98.540481,,,,,,0
78797,78797,WEST AVE BTWN 410 & JACKSON KELLER,,29.51604,-98.52606,0,,,,,0
35613,35613,THOUSAND OAKS & JONES MALTSBERGER,Thousand Oaks Dr & Jones-maltsberger Rd,29.578522,-98.442249,,,,,,0
95319,95319,NACO PASS & UHR LN.,,29.550926,-98.410794,,,,,,0
35739,35739,THOUSAND OAKS & JONES MALTSBERGER,Thousand Oaks Dr & Jones-maltsberger Rd,29.578079,-98.44161,,,,,,0
95899,95899,THOUSAND OAKS/FRONT PARK OAKS-SHOP.CTR.,,29.591899,-98.471499,,,,,,0
62787,62787,SAN PEDRO IN FRONT OF SAN PEDRO SQ.,,29.563945,-98.483193,,,,,,0
97253,97253,HILDEBRAND & SAN PEDRO,,29.466436,-98.499379,,,,,,0
94833,94833,HARRY WURZBACH & SCOTT,,29.46292,-98.445986,0,,,,,0
58263,58263,RITTIMAN & HARRY WURZBACH,,29.484709,-98.430859,,,,,,0
26727,26727,DELL OAK & EISENHAUER,,29.496614,-98.40664,,,,,,0
98249,98249,HILDEBRAND & BROADWAY,,29.465761,-98.463063,,,,,,0
99917,99917,N. New Braunfels opp. Belmont,,29.42004,-98.46134,,,,,,0
19697,19697,Quintana btwn. Dacus & Tampa,,29.37305,-98.555853,,,,,,0
98723,98723,E. SOUTHCROSS & PECAN VALLEY,,29.37761,-98.432781,,,,,,0
26739,26739,E. SOUTHCROSS & PLEASANTON,,29.368482,-98.503975,,,,,,0
26789,26789,W. SOUTHCROSS & S. ZARZAMORA,W Southcross Blvd & Kyle St,29.368119,-98.533863,,,,,,0
42253,42253,JOSEPHINE BETWEEN DEWEY & POLK,W JOSEPHINE ST & E DEWEY PL,29.446705,-98.485213,,,,,,0
45467,45467,S. HACKBERRY & BERKSHIRE,,29.398086,-98.473538,,,,,,0
62983,62983,Babcock & St. Cloud,,29.477016,-98.548313,,,,,,0
31997,31997,GEN. MCMULLEN & CULEBRA,,29.447861,-98.551781,,,,,,0
19677,19677,GEN. MCMULLEN & CASTROVILLE,,29.416393,-98.555853,,,,,,0
59737,59737,GEN. MCMULLEN & W. THOMPSON,,29.396701,-98.558079,,,,,,0
59773,59773,W. THOMPSON FAR-SIDE OF KENNEDY H.S,,29.396423,-98.555638,,,,,,0
59736,59736,GEN. MCMULLEN & W. THOMPSON,S GENERAL MCMULLEN DR,29.396557,-98.558038,,,,,,0
19676,19676,GEN. MCMULLEN & CASTROVILLE,,29.416104,-98.555873,,,,,,0
41196,41196,GEN. MCMULLEN & CULEBRA,N General Mcmullen Dr & W Laurel St,29.447481,-98.551731,,,,,,0
64987,64987,WURZBACH & FREDERICKSBURG RD.,,29.520812,-98.572719,,,,,,0
55427,55427,WURZBACH & BANDERA,,29.485043,-98.604224,,,,,,0
55426,55426,WURZBACH & BANDERA,,29.484317,-98.604678,,,,,,0
64986,64986,WURZBACH & FREDERICKSBURG RD.,,29.51958,-98.573653,,,,,,0
86967,86967,WW WHITE RD & E HOUSTON,S Ww White Rd & E Houston St,29.424486,-98.405595,,,,,,0
56189,56189,SW MILITARY DR. & S. ZARZAMORA,,29.356772,-98.534676,,,,,,0
92776,92776,S.W. MILITARY DR. & FIVE PALMS,W Military Dr & Five Palms Dr,29.377984,-98.61455,,,,,,0
56183,56183,SW MILITARY DR. & S. ZARZAMORA,,29.356524,-98.533559,,,,,,0
67153,67153,SE MILITARY DR & CITY BASE LANDING,,29.351655,-98.435852,,,,,,0
14387,14387,WEST BET AFTERGLOW & BLANCO,,29.547577,-98.507606,,,,,,0
28696,28696,BELAIR & ANCHOR,,29.540732,-98.525855,,,,,,0
44727,44727,VANCE JACSON & SINSONTE,,29.530781,-98.542799,,,,,,0
81677,81677,CALLAGHAN & I-10 W ACCESS RD.,Callaghan Rd & Pinebrook Dr,29.512028,-98.55177,0,,,,,0
52256,52256,CINNAMON TRAIL & CINNAMON HILL,,29.528071,-98.582168,,,,,,0
61736,61736,VANCE JACKSON & DE ZAVALA,Vance Jackson Rd & De Zavala Rd,29.563834,-98.585518,,,,,,0
61623,61623,DE ZAVALA & VANCE JACKSON,,29.564773,-98.586215,,,,,,0
28779,28779,LOCKHILL-SELMA BET. BELAIR & MIL. H,,29.540253,-98.526969,,,,,,0
14396,14396,WEST BET BLANCO & AFTERGLOW,,29.54681,-98.508317,,,,,,0
89986,89986,HORIZON HILL & CALLAGHAN,Horizon Hill Blvd & Callaghan Rd,29.510077,-98.553955,,,,,,0
92329,92329,SPRING TIME & BABCOCK,,29.552227,-98.615907,,,,,,0
91237,91237,HORIZON HILL & CALLAGHAN,,29.510258,-98.554509,,,,,,0
19576,19576,HORN & SPRING TIME DR,,29.5455,-98.620559,,,,,,0
46253,46253,EVERS & WURZBACH,,29.490304,-98.599985,,,,,,0
57637,57637,TIMBERHILL & GRISSOM,Grissom Rd & Timberhill Dr,29.483479,-98.629997,,,,,,0
57636,57636,TIMBERHILL & GRISSOM,,29.482731,-98.629289,,,,,,0
28476,28476,HUEBNER & BANDERA,,29.498311,-98.6245,,,,,,0
31693,31693,TIMBER PATH & CLIFF BRIER,,29.493276,-98.681133,,,,,,0
83456,83456,MEADOW WAY & TIMBER CREEK,,29.427321,-98.6433,,,,,,0
78943,78943,BROWNLEAF & MILITARY DR. W.,,29.429548,-98.625675,,,,,,0
85757,85757,SPRINGVALE & VALLEY HI,,29.382283,-98.636053,,,,,,0
33556,33556,RAY ELLISON & MEADOW VALLEY,,29.364782,-98.64336,,,,,,0
78949,78949,BROWNLEAF & MILITARY DR. WEST,,29.429566,-98.625675,,,,,,0
83499,83499,TIMBER CREEK & PALM GROVE,,29.427394,-98.642425,,,,,,0
88267,88267,FILLMORE & DUGAS,,29.428305,-98.68936,,,,,,0
17433,17433,MARBACH & W. MILITARY DR.,,29.41773,-98.629888,,,,,,0
12177,12177,FIVE PALMS IN FRONT OF 5715,,29.376627,-98.614406,,,,,,0
52213,52213,RAY ELLISON & FIVE PALMS,,29.356185,-98.61568,,,,,,0
72357,72357,FIVE PALMS & PEARSALL RD.,,29.346816,-98.615607,,,,,,0
95576,95576,PORT VICTORIA & TRADING POST,,29.335315,-98.603202,,,,,,0
72356,72356,FIVE PALMS & PEARSALL RD.,,29.346548,-98.615242,,,,,,0
12176,12176,FIVE PALMS IN FRONT OF 5706,,29.376799,-98.614376,,,,,,0
17536,17536,W. MILITARY DR. IN FRONT OF MARBACH,,29.416358,-98.629534,,,,,,0
15439,15439,MARBACH & INGRAM RD.,,29.417857,-98.669141,,,,,,0
76627,76627,CREEK BEND & SWEET MAIDEN,,29.344695,-98.601394,,,,,,0
53219,53219,SKOLOUT & GUNSMOKE,Skolout Dr & Gunsmoke Dr,29.399953,-98.644784,,,,,,0
12453,12453,MARBACH & HARNESS,,29.417804,-98.647052,,,,,,0
43817,43817,GUNSMOKE BETWEEN LANDING & SKOLOU,,29.400869,-98.645008,,,,,,0
16336,16336,ELLISON DR. & WESTOVER HILLS,N Ellison Dr & Westover Hills Blvd,29.461748,-98.697109,,,,,,0
16327,16327,ELLISON DR. & WESTOVER HILLS,,29.462435,-98.697786,,,,,,0
84859,84859,WALZEM & MIDCROWN,Midcrown Dr & Fenwick Dr,29.510348,-98.380464,,,,,,0
81699,81699,MONTGOMERY & NEW WORLD,Montgomery Rd & Banbury Dr,29.510983,-98.35626,,,,,,0
38296,38296,BEECH TRAIL & SUNSHINE TRAIL,,29.493979,-98.331973,,,,,,0
81693,81693,MONTGOMERY & NEW WORLD,,29.510935,-98.35742,,,,,,0
84853,84853,WALZEM & MIDCROWN,,29.510281,-98.380534,,,,,,0
27199,27199,RANDOLPH & O'CONNOR,Randolph Blvd & Parkway 35 Dr,29.542445,-98.367479,,,,,,0
24117,24117,GLEN MONT & OLD WALZEM RD.,,29.499215,-98.349434,,,,,,0
24116,24116,GLEN MONT & OLD WALZEM RD.,,29.499251,-98.34931,,,,,,0
28113,28113,RANDOLPH & O'CONNOR,Randolph Blvd & Parkway 35 Dr,29.542483,-98.367194,,,,,,0
19966,19966,N. NEW BRAUNFELS & TOPHILL,N New Braunfels Ave & Northridge Dr,29.500878,-98.459077,,,,,,0
27653,27653,BASSE & BROADWAY (NACOGDOCHES),E Basse Rd & Broadway St,29.497034,-98.466904,,,,,,0
13237,13237,JONES-MALTSBERGER & OBLATE,,29.503502,-98.481816,,,,,,0
22177,22177,HENDERSON PASS & THOUSAND OAKS,Henderson Pass & Thousand Oaks Dr,29.586217,-98.451043,,,,,,0
33213,33213,CINCINNATI & BANDERA,,29.451761,-98.548208,,,,,,0
86926,86926,S. FRIO IN FRONT OF UTSA DOWNTOWN CAMPUS,S Frio St & Durango St,29.423508,-98.504073,,,,,,0
47947,47947,SAN PEDRO OPPOSITE EVERGREEN,,29.44318,-98.49944,,,,,,0
54267,54267,Broadway between Casa Blanca & Grayson,BROADWAY ST & PEARL PKY,29.443221,-98.476829,,,,,,0
89123,89123,JACKSON KELLER IN FRONT OF 1914,,29.514444,-98.525251,0,,,,,0
